House,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
House 16215,2.5488,42,1619,340,906,339,20165.5138
House 16216,2.1284,27,1839,442,2010,416,19427.45238
House 16217,1.7885,36,747,189,338,145,21503.54649
House 16218,2.7656,5,123,21,50,20,20914.23441
House 16219,3.765,33,2493,454,1203,436,18839.04522
House 16220,3.0354,23,2830,659,1554,654,19427.45238
House 16221,3.1406,33,3656,681,1698,671,18089.40492
House 16222,3.9922,32,614,95,227,107,17988.53706
House 16223,5.8995,21,1343,183,462,193,18701.31222
House 16224,3.066,37,3247,643,1737,665,19870.30819
House 16225,3.4625,36,3113,576,1746,544,19080.88773
House 16226,3.5404,38,3166,575,1351,561,19599.17558
House 16227,3.3235,46,2270,427,1097,453,20368.62161
House 16228,2.9107,43,2453,490,1093,438,20368.62161
House 16229,2.5195,20,1727,386,730,342,20165.5138
House 16230,3.5703,43,1511,292,721,320,19599.17558
House 16231,2.0043,36,1953,492,999,371,19599.17558
House 16232,3.0625,47,3386,663,1228,619,20666.70785
House 16233,4.061,52,2980,537,1128,510,21931.52716
House 16234,5.1915,42,1824,277,720,309,21146.36643
House 16235,3.6667,45,2604,454,988,442,21146.36643
House 16236,2.625,42,625,143,533,159,22277.44435
House 16237,1.7794,52,2995,555,1392,503,22723.33508
House 16238,2.5043,49,2501,565,1171,550,22277.44435
House 16239,4.175,47,2373,461,990,444,21469.31003
House 16240,2.2981,52,2259,417,766,385,21931.52716
House 16241,3.4141,41,930,191,463,185,21879.02992
House 16242,1.5152,30,1271,528,2019,524,21879.02992
House 16243,2.6673,38,2375,494,1167,471,21055.72409
House 16244,2.6364,39,3375,659,1388,631,21469.31003
House 16245,2.8854,42,495,116,284,97,22706.27596
House 16246,2.1265,32,3274,820,2050,738,24729.59861
House 16247,2.5714,43,2608,516,1322,528,23908.0617
House 16248,2.6812,43,1005,200,492,172,23908.0617
House 16249,2.1429,52,941,184,414,171,23090.52997
House 16250,1.6944,45,965,198,498,195,21879.02992
House 16251,1.1141,39,1023,243,550,224,24324.29057
House 16252,2.5,43,527,133,367,152,25577.10281
House 16253,1.962,43,948,221,749,208,24783.45539
House 16254,2.5625,52,583,114,310,93,24783.45539
House 16255,0.9782,41,1633,433,885,413,24729.59861
House 16256,1.5329,39,1765,414,1056,414,25554.7544
House 16257,2.5536,31,1189,295,891,292,25132.3336
House 16258,1.7895,34,1288,344,846,293,25944.7928
House 16259,2.3056,43,940,208,690,181,25577.10281
House 16260,3.0352,41,2398,448,1143,444,25132.3336
House 16261,2.0375,41,855,189,716,206,25944.7928
House 16262,1.7898,35,1511,316,892,304,25577.10281
House 16263,2.0817,40,1703,362,1208,373,26846.31125
House 16264,1.725,44,819,184,677,183,26061.75427
House 16265,2.1583,39,1841,428,1368,390,26061.75427
House 16266,1.275,41,461,101,382,79,24783.45539
House 16267,2.5234,40,535,105,335,102,25577.10281
House 16268,2.4866,26,2205,478,1730,472,26375.9725
House 16269,1.9187,29,874,217,788,222,27179.60399
House 16270,1.9402,46,2001,428,1384,401,26846.31125
House 16271,3.7734,36,361,63,169,62,27636.3753
House 16272,1.7798,30,1509,308,967,278,27353.78915
House 16273,2.8705,5,2232,488,1857,435,28129.70771
House 16274,2.0893,21,1185,237,960,245,28657.71313
House 16275,2.3269,28,964,232,782,218,27353.78915
House 16276,2.0833,31,1673,382,1734,400,27896.37941
House 16277,1.4583,33,2109,531,2248,588,27141.9838
House 16278,1.7574,43,1610,412,1409,365,26584.1068
House 16279,2.125,24,1451,320,1413,283,26395.1212
House 16280,1.9375,35,2680,634,2188,611,25065.74413
House 16281,2.1705,36,499,115,451,124,26280.94602
House 16282,1.8814,40,2806,685,2268,635,25065.74413
House 16283,2.551,37,2488,578,1854,514,24926.69684
House 16284,2.7829,24,1438,351,1294,342,24926.69684
House 16285,2.1591,23,1491,346,1223,343,25656.44948
House 16286,2.4412,30,1061,230,851,195,26280.94602
House 16287,3.1053,12,1096,240,1175,278,25568.92478
House 16288,1.69,31,820,179,576,155,26936.88365
House 16289,2.4667,21,1556,314,1140,304,23497.26293
House 16290,1.7694,28,3308,766,3201,720,24867.40342
House 16291,1.1964,33,450,123,236,103,26383.18951
House 16292,2.1991,47,886,196,517,188,26761.26597
House 16293,2.875,37,1175,260,951,267,27179.60399
House 16294,1.6563,37,2351,564,1591,549,27987.58707
House 16295,1.5539,44,2204,473,1277,435,27987.58707
House 16296,2.625,36,811,168,514,152,28431.4873
House 16297,2.401,37,1514,337,1121,337,28404.86793
House 16298,1.9875,30,1737,381,1177,347,28799.55549
House 16299,2.625,31,1484,314,1163,336,28799.55549
House 16300,2.4097,19,2109,427,1742,426,28472.07471
House 16301,1.8958,28,590,129,315,99,29971.98496
House 16302,5.3224,17,4535,762,1562,743,15760.35647
House 16303,3.675,22,3564,730,1539,699,16568.83191
House 16304,3.4231,6,1649,369,732,350,16568.83191
House 16305,10.0088,15,2430,315,1016,314,14531.74809
House 16306,3.5982,15,2682,599,1520,601,16183.48272
House 16307,4.0221,16,926,230,451,198,15354.84691
House 16308,2.3339,16,2178,667,1192,579,15354.84691
House 16309,4.5278,16,1080,166,507,182,15354.84691
House 16310,3.2872,17,2033,452,1114,446,17016.84664
House 16311,5.318,27,1612,234,630,255,17854.27663
House 16312,4.0444,32,3877,687,1642,647,17383.84086
House 16313,3.2889,32,4474,929,2177,884,18204.50581
House 16314,5.9191,36,1383,207,531,203,17854.27663
House 16315,2.6765,20,1903,395,919,359,18695.22627
House 16316,2.7045,36,391,74,171,79,18695.22627
House 16317,2.0091,21,1795,482,1114,472,19030.09503
House 16318,2.213,22,2105,521,781,483,19030.09503
House 16319,3.1369,14,3731,772,1679,750,18204.50581
House 16320,2.5,15,4472,1079,1837,976,18614.66427
House 16321,3.9615,11,4487,868,2195,780,17812.79409
House 16322,6.556,14,3111,498,1178,525,17812.79409
House 16323,1.3729,15,3103,965,3061,861,20236.83938
House 16324,1.3531,20,1591,589,1916,536,19870.30819
House 16325,5.143,9,2370,424,1129,386,19080.88773
House 16326,2.7031,10,1564,397,643,347,19080.88773
House 16327,4.2589,8,1801,380,684,350,16232.04258
House 16328,5.3002,8,2628,428,1158,393,18299.34973
House 16329,4.3008,33,2854,489,1109,452,17567.56137
House 16330,5.1202,30,4375,689,2038,709,16715.89284
House 16331,3.1827,31,1466,264,608,254,17567.56137
House 16332,4.3008,37,1964,315,915,335,17567.56137
House 16333,4.4063,20,4213,751,2071,714,16484.59688
House 16334,4.918,19,1708,291,906,288,17347.50955
House 16335,5.5427,4,2477,359,1234,377,14586.15561
House 16336,5.5842,5,4303,613,2206,621,15455.71169
House 16337,3.7206,12,6217,1019,3771,961,15455.71169
House 16338,5.0285,9,2167,370,1290,351,14586.15561
House 16339,5.6147,16,667,92,267,90,16241.98961
House 16340,3.6083,16,3295,565,2279,576,16325.91963
House 16341,4.6477,15,1933,280,965,260,17196.68047
House 16342,2.2961,10,629,140,635,146,17347.50955
House 16343,4.875,16,4045,623,1862,625,18211.64434
House 16344,4.5179,15,2903,440,1325,423,17196.68047
House 16345,5.1878,10,1421,204,657,209,17196.68047
House 16346,5.7201,8,1904,255,895,242,15623.10882
House 16347,4.9861,12,2707,433,1200,380,16484.59688
House 16348,2.8403,16,1665,311,1301,259,15866.84885
House 16349,4.1739,16,3158,515,1596,528,15623.10882
House 16350,3.7375,14,2356,438,1378,481,14763.2948
House 16351,3.428,15,3583,644,2183,643,15866.84885
House 16352,4.1719,5,2229,543,1010,474,15020.87446
House 16353,3.5684,7,3461,859,1518,741,14763.2948
House 16354,4.5,30,249,44,167,45,18067.91425
House 16355,3.7413,24,3050,568,1743,549,19076.83515
House 16356,2.5742,25,2474,513,1947,524,18211.64434
House 16357,3.5379,26,2851,533,1544,499,18421.49043
House 16358,2.5212,18,4893,1008,3036,997,19076.83515
House 16359,1.9698,12,4038,1074,3440,942,21530.72752
House 16360,1.886,23,3135,707,1650,680,20236.83938
House 16361,1.7774,23,3706,1106,3785,1019,20693.6854
House 16362,3.2788,29,2289,449,1215,435,20385.94045
House 16363,2.6495,27,2918,580,1338,544,20693.6854
House 16364,4.3958,35,2097,351,977,358,19859.99442
House 16365,3.9792,19,908,158,306,154,19859.99442
House 16366,2.7981,24,4157,951,2734,879,19277.37959
House 16367,3.994,30,2547,485,1547,501,20385.94045
House 16368,3.0729,23,3251,689,1890,668,18421.49043
House 16369,2.8348,22,2101,514,1304,511,19539.24112
House 16370,1.4274,22,2575,680,1367,645,19539.24112
House 16371,4.0156,8,2668,447,1713,444,19811.55099
House 16372,3.1471,13,1014,200,712,197,19942.94454
House 16373,4.0227,10,1409,248,782,222,19942.94454
House 16374,3.1779,16,2128,441,1860,459,20683.85538
House 16375,2.2672,16,4356,881,1629,818,20809.85779
House 16376,3.0907,11,3585,729,2769,715,21677.47847
House 16377,2.5842,7,2021,441,1615,406,20809.85779
House 16378,3.9265,11,826,150,684,166,21677.47847
House 16379,2.5437,12,2006,426,1849,396,20994.07876
House 16380,2.5473,16,2717,621,3343,643,20134.9789
House 16381,2.505,11,2866,654,1404,525,19942.94454
House 16382,2.8523,4,1515,384,491,348,20134.9789
House 16383,2.375,4,1392,322,1784,309,21530.72752
House 16384,4.4871,2,6403,1116,3327,957,21235.00314
House 16385,3.175,8,1868,392,1258,389,21854.50222
House 16386,3.75,10,69,16,50,20,21235.00314
House 16387,3.4107,26,378,75,164,65,22367.50756
House 16388,2.9821,32,342,58,138,52,22716.09885
House 16389,1.15,52,122,26,62,25,19742.0091
House 16390,3.5735,25,1967,362,1035,361,24117.9949
House 16391,4.9861,26,3080,473,1257,465,24175.49432
House 16392,2.6994,16,2397,501,1053,557,24649.99334
House 16393,6.1805,32,1829,262,677,243,25922.42402
House 16394,5.5376,42,343,50,116,49,26796.10307
House 16395,6.6605,29,2465,327,859,315,24283.82638
House 16396,2.8167,35,1841,300,783,285,27457.96761
House 16397,2.4342,22,1526,299,790,300,25507.48489
House 16398,2.8958,21,446,73,182,57,24905.63031
House 16399,2.3333,27,429,102,179,90,24370.9818
House 16400,2.4688,25,1471,300,721,304,25754.72585
House 16401,5.5693,38,523,80,226,72,26888.82302
House 16402,5.0362,27,849,137,373,131,27214.60448
House 16403,6.0582,39,440,83,270,97,30060.73327
House 16404,3.225,35,703,117,290,107,29417.84424
House 16405,1.4732,28,253,50,201,51,32123.19797
House 16406,3.3882,44,608,108,287,83,28771.25351
House 16407,2.4674,31,2450,559,1459,478,31125.66741
House 16408,3.6389,28,1374,248,769,229,32563.4291
House 16409,2.7958,32,2081,472,1342,411,28431.4873
House 16410,2.1513,27,1621,363,909,345,32551.26346
House 16411,1.125,20,268,78,77,49,28911.36037
House 16412,4.75,21,336,68,206,73,30199.09116
House 16413,2.8676,30,1055,211,629,170,29231.23533
House 16414,2.5625,35,411,74,193,59,32081.20854
House 16415,2.625,16,50,10,20,6,30431.13237
House 16416,3.1719,42,465,93,256,93,30391.49234
House 16417,0.9614,28,371,71,171,70,27622.02257
House 16418,1.6458,43,968,249,664,240,29725.927
House 16419,2.9531,34,1010,206,678,234,30470.23064
House 16420,2.9,38,226,44,125,38,25628.12435
House 16421,5.7485,26,161,27,1542,30,27674.82851
House 16422,2.6563,29,488,108,308,115,29206.35572
House 16423,3.65,49,98,24,59,26,33131.97163
House 16424,2.2891,31,1860,394,1848,293,13255.3003
House 16425,2.6842,44,1158,226,1094,224,23343.78648
House 16426,2.2619,13,3192,715,1768,626,9556.817897
House 16427,2.0284,35,1507,313,868,283,20440.30708
House 16428,4.3553,42,2051,334,878,318,17854.30624
House 16429,3.5,14,2049,398,1071,369,21371.91392
House 16430,5.5942,5,3136,501,1327,467,19768.60786
House 16431,5.5057,32,1706,292,923,284,15810.1031
House 16432,3.9323,5,5428,994,2725,902,20791.79886
House 16433,3.95,22,393,58,134,57,26812.33717
House 16434,3.6312,48,561,81,240,69,26540.1636
House 16435,6.4562,23,633,91,236,83,26129.61059
House 16436,2.0625,35,930,186,525,201,23534.41409
House 16437,2.0694,31,335,53,154,55,20086.63609
House 16438,3.1917,21,1185,207,533,213,20663.35094
House 16439,3.0592,28,2103,422,1167,391,24156.62506
House 16440,3.875,27,836,132,303,133,22617.37714
House 16441,3.2123,17,3507,696,1867,709,21823.60436
House 16442,3.2338,34,2770,544,1409,535,22617.37714
House 16443,2.515,34,1500,337,674,282,22617.37714
House 16444,2.3917,31,1008,212,453,195,22182.09908
House 16445,2.8942,27,1004,192,470,192,21372.05294
House 16446,3.2303,23,2864,504,1298,499,21372.05294
House 16447,4.8787,23,4183,633,1886,628,23098.02657
House 16448,3.3987,37,3278,623,1431,575,23416.94326
House 16449,2.2883,33,3557,894,2659,894,24221.72899
House 16450,2.125,40,929,257,576,229,24221.72899
House 16451,4.119,38,2803,500,1223,509,23416.94326
House 16452,4.0625,48,1892,333,804,352,22996.91377
House 16453,2.1979,52,1081,257,437,225,23816.00759
House 16454,2.1771,40,2402,509,1197,486,23816.00759
House 16455,2.5401,32,3366,676,1916,697,22996.91377
House 16456,2.8237,34,3268,640,1906,628,22623.78633
House 16457,2.4949,44,2356,482,1043,443,23456.02549
House 16458,5,20,3168,514,1390,490,22182.09908
House 16459,5.0528,26,2256,360,937,372,21372.05294
House 16460,3.9607,18,1534,275,741,263,21794.91096
House 16461,7.6889,11,1792,252,767,263,20969.7983
House 16462,4.196,5,5979,1190,2679,1084,20619.72573
House 16463,2.4482,11,3163,794,2106,762,23143.9171
House 16464,3.8825,10,2974,588,1559,568,22299.91537
House 16465,3.8672,15,2039,384,1178,375,23143.9171
House 16466,2.5556,13,2432,586,1441,606,22027.47366
House 16467,3.775,14,1551,297,785,281,21175.03138
House 16468,1.9238,39,2614,634,1862,654,23816.00759
House 16469,2.5587,37,2232,504,1455,471,23456.02549
House 16470,2.2188,38,1419,411,1226,397,24638.95376
House 16471,1.8575,27,1818,459,1182,428,24291.28272
House 16472,3.2993,25,1305,270,789,235,25465.37879
House 16473,4.2448,4,2058,366,933,316,23990.15718
House 16474,3.1284,8,2770,642,1611,633,23990.15718
House 16475,2.3,16,1174,242,464,261,25845.00579
House 16476,3.5333,10,3371,665,1823,654,25031.23089
House 16477,1.75,35,2607,685,2016,618,23816.00759
House 16478,2.0875,25,2549,675,2053,648,24638.95376
House 16479,3.3929,28,2593,487,1365,457,30914.45577
House 16480,3.475,24,4411,776,2038,732,29115.25363
House 16481,4.0924,19,1337,236,744,225,24933.42966
House 16482,3.6398,27,2643,467,1455,444,24822.38036
House 16483,2.4906,31,1953,366,999,316,33996.33045
House 16484,3.5774,14,2591,497,1371,479,35646.63762
House 16485,3.6528,13,651,102,301,104,46058.89328
House 16486,4.0365,18,4176,700,2164,699,37031.4054
House 16487,2.9875,19,3326,561,1544,511,42633.34332
House 16488,2.4545,23,762,140,358,141,40896.93022
House 16489,3.7687,27,2400,435,1085,444,30481.0594
House 16490,4.8125,21,2333,377,1073,332,30274.64693
House 16491,4.7069,27,1683,288,873,258,49037.89058
House 16492,3.275,17,2474,480,1649,453,43944.81873
House 16493,2.9241,32,1083,188,471,178,36412.82817
House 16494,4.517,21,2064,342,1021,359,38232.43688
House 16495,3.4265,36,683,159,505,141,36044.03685
House 16496,2.9083,32,2564,513,1198,459,54903.83806
House 16497,3.6107,13,4030,744,2248,766,54155.65661
House 16498,2.7857,20,2458,491,1227,481,56235.18089
House 16499,2.883,28,2368,430,1231,403,54291.84633
House 16500,3.8534,32,2262,416,1156,404,58910.33367
House 16501,2.5643,32,2916,528,1466,473,52477.0211
House 16502,2.683,24,1713,328,1258,324,46249.60961
House 16503,2.4598,31,677,144,523,159,49368.77042
House 16504,3.4643,28,409,104,244,98,49368.77042
House 16505,2.3924,35,1107,227,573,210,50778.4238
House 16506,3.6016,21,2376,475,1175,441,49368.77042
House 16507,3.3158,40,1126,220,667,235,50167.66495
House 16508,4.4213,11,3886,599,1605,529,50617.25032
House 16509,3.3578,35,1853,331,958,340,46920.05789
House 16510,4.1833,22,2606,411,1252,397,49096.35938
House 16511,3.4426,7,4956,941,3006,915,48384.64111
House 16512,3.4009,22,2430,417,1292,391,40818.912
House 16513,2.6368,34,2123,387,1310,368,45968.87787
House 16514,3.6378,17,2879,542,1802,530,38273.02252
House 16515,2.1186,28,2608,576,1719,554,39076.43398
House 16516,2.125,37,1038,222,521,211,39076.43398
House 16517,2.995,18,2404,498,1531,506,38891.72278
House 16518,2.7443,31,699,186,460,170,39682.69167
House 16519,2.1786,44,300,72,160,73,39682.69167
House 16520,1.4853,45,370,84,167,70,39682.69167
House 16521,1.6724,33,811,185,446,198,40488.74883
House 16522,2.6053,33,1862,429,971,389,39682.69167
House 16523,5.193,8,1883,298,999,301,38891.72278
House 16524,3.7546,28,3264,576,1512,567,40298.91927
House 16525,3.5625,24,1698,344,927,313,40298.91927
House 16526,2.4798,36,866,160,502,149,41092.97194
House 16527,4.0972,37,311,61,171,54,40298.91927
House 16528,5.0369,12,3667,640,2173,652,38891.72278
House 16529,3.5365,22,1283,256,3082,239,36781.94011
House 16530,3.8472,35,2506,406,1316,398,40733.42413
House 16531,4.4423,18,3415,580,1912,562,38012.5193
House 16532,7.3718,26,395,74,193,72,39520.20106
House 16533,2.7321,8,4019,857,1959,782,40157.99825
House 16534,1.9464,16,1326,286,509,297,42330.08082
House 16535,3.375,4,58,29,79,29,41901.48729
House 16536,4.8229,20,273,49,149,49,40155.3335
House 16537,4.075,7,5151,867,2553,805,38738.74881
House 16538,2.7083,16,1853,390,1013,362,37093.00997
House 16539,1.6111,13,335,89,247,77,39076.43398
House 16540,1.7228,36,1052,221,712,212,39894.66105
House 16541,2.5025,38,2152,451,1320,457,39894.66105
House 16542,4.0815,21,1922,373,1130,372,39311.16812
House 16543,4.4766,5,3107,477,1549,443,39894.66105
House 16544,2.7734,23,1985,424,1198,389,39311.16812
House 16545,2.2254,11,2451,665,1155,533,38480.61745
House 16546,3.5595,6,3883,800,2319,787,37066.90689
House 16547,4.2431,15,2906,537,1886,557,37664.58214
House 16548,4.0125,20,1811,352,1191,327,38273.02252
House 16549,3.1964,13,4452,949,2740,937,37485.3793
House 16550,5.5591,16,2085,342,1236,345,37664.58214
House 16551,4.6821,8,1289,235,867,239,36864.02617
House 16552,4.9271,14,1847,325,1030,309,36864.02617
House 16553,4.0208,28,1347,241,713,225,35313.54311
House 16554,5.1047,9,6169,959,3378,945,36253.23881
House 16555,2.2391,35,1034,206,604,192,30242.3851
House 16556,3.1429,36,284,53,130,47,33232.10966
House 16557,3.7292,6,110,26,69,24,35154.0736
House 16558,2.6458,26,1170,238,830,216,34489.83669
House 16559,2.5156,32,696,151,443,144,33073.84199
House 16560,3.65,10,9205,1774,5935,1673,33927.01398
House 16561,4.1298,19,2610,474,1290,452,34589.31063
House 16562,4.15,20,2706,477,1236,474,36808.91078
House 16563,2.6181,24,807,174,585,166,31799.19534
House 16564,5.0176,19,2364,373,1264,390,32039.44673
House 16565,4.3229,18,1544,272,825,286,33944.78843
House 16566,5.1629,20,2039,373,862,330,36690.1718
House 16567,5.75,2,2239,321,766,219,37932.00381
House 16568,6.0389,5,1365,196,591,156,40277.83146
House 16569,4.3696,7,8297,1433,4189,1271,39558.765
House 16570,4.1855,18,5501,1051,2964,1009,34176.85093
House 16571,3.5242,33,1999,368,1061,390,35248.81797
House 16572,4.8021,45,818,144,340,138,36323.18898
House 16573,2.825,38,773,147,320,134,36323.18898
